datetime,horizon,consumption_pred_mw,solar_pred_mw,wind_pred_mw,residual_load_mw,renewable_generation_mw,renewable_penetration,solar_status,wind_status,is_peak_hour,residual_ramp_1h,solar_ramp_1h
2026-09-17 00:00:00+03:00,T+1,39384.41,0.0,6136.661,33247.75,6136.661,0.15581447,zero_night,blend,0,0.0,0.0
2026-09-17 01:00:00+03:00,T+1,37646.523,0.0,5857.706,31788.816,5857.706,0.15559752,zero_night,blend,0,-1458.9336,0.0
2026-09-17 02:00:00+03:00,T+1,36494.797,0.0,5726.7954,30768.002,5726.7954,0.15692088,zero_night,blend,0,-1020.81445,0.0
2026-09-17 03:00:00+03:00,T+1,35581.85,0.0,5770.651,29811.201,5770.651,0.16217962,zero_night,blend,0,-956.8008,0.0
2026-09-17 04:00:00+03:00,T+1,34931.23,0.0,5694.4775,29236.754,5694.4775,0.16301967,zero_night,blend,0,-574.44727,0.0
2026-09-17 05:00:00+03:00,T+1,35302.11,0.0,5801.111,29500.998,5801.111,0.16432759,zero_night,blend,0,264.24414,0.0
2026-09-17 06:00:00+03:00,T+1,36807.434,0.0,5783.239,31024.195,5783.239,0.1571215,ok,blend,0,1523.1973,0.0
2026-09-17 07:00:00+03:00,T+1,38862.746,132.17017,5657.2476,33073.33,5789.418,0.14897089,ok,blend,0,2049.1328,132.17017
2026-09-17 08:00:00+03:00,T+1,45063.18,1861.164,5391.4023,37810.613,7252.5664,0.16094218,ok,blend,1,4737.285,1728.9938
2026-09-17 09:00:00+03:00,T+1,47697.914,5246.3545,5180.8438,37270.715,10427.198,0.21860911,ok,blend,1,-539.89844,3385.1904
2026-09-17 10:00:00+03:00,T+1,48091.42,9105.16,4811.681,34174.58,13916.842,0.28938302,ok,blend,1,-3096.1367,3858.8057
2026-09-17 11:00:00+03:00,T+1,48688.277,12112.545,4771.2505,31804.482,16883.795,0.3467733,ok,blend,1,-2370.0957,3007.3848
2026-09-17 12:00:00+03:00,T+1,47336.8,14134.447,5014.1226,28188.23,19148.57,0.40451762,ok,blend,1,-3616.252,2021.9023
2026-09-17 13:00:00+03:00,T+1,47922.652,15990.82,5465.8613,26465.97,21456.682,0.4477357,ok,blend,1,-1722.2598,1856.373
2026-09-17 14:00:00+03:00,T+1,48506.797,14661.718,5921.832,27923.246,20583.55,0.42434365,ok,blend,1,1457.2754,-1329.1025
2026-09-17 15:00:00+03:00,T+1,48085.33,13243.559,6198.1143,28643.656,19441.672,0.4043161,ok,blend,1,720.41016,-1418.1592
2026-09-17 16:00:00+03:00,T+1,47625.258,10910.7705,6500.8013,30213.686,17411.572,0.36559534,ok,blend,1,1570.0293,-2332.788
2026-09-17 17:00:00+03:00,T+1,47767.688,8296.248,6781.599,32689.84,15077.848,0.3156495,ok,blend,1,2476.1543,-2614.5225
2026-09-17 18:00:00+03:00,T+1,47371.29,4990.9644,6877.667,35502.656,11868.631,0.25054482,ok,blend,1,2812.8164,-3305.2837
2026-09-17 19:00:00+03:00,T+1,48609.938,0.0,6643.219,41966.72,6643.219,0.13666381,zero_night,blend,1,6464.0625,-4990.9644
2026-09-17 20:00:00+03:00,T+1,47365.35,0.0,6414.594,40950.758,6414.594,0.13542798,zero_night,blend,0,-1015.96094,0.0
2026-09-17 21:00:00+03:00,T+1,45618.562,0.0,6059.5107,39559.05,6059.5107,0.13282993,zero_night,blend,0,-1391.707,0.0
2026-09-17 22:00:00+03:00,T+1,43531.777,0.0,5729.4863,37802.29,5729.4863,0.13161618,zero_night,blend,0,-1756.7617,0.0
2026-09-17 23:00:00+03:00,T+1,41387.652,0.0,5231.1665,36156.484,5231.1665,0.12639438,zero_night,blend,0,-1645.8047,0.0
2026-09-18 00:00:00+03:00,T+2,38768.2,0.0,5100.7563,33667.44,5100.7563,0.13157062,zero_night,blend,0,-2489.043,0.0
