datetime,horizon,consumption_pred_mw,solar_pred_mw,wind_pred_mw,residual_load_mw,renewable_generation_mw,renewable_penetration,solar_status,wind_status,is_peak_hour,residual_ramp_1h,solar_ramp_1h
2026-09-10 00:00:00+03:00,T+1,40725.844,0.0,4460.6724,36265.17,4460.6724,0.10952928,zero_night,blend,0,0.0,0.0
2026-09-10 01:00:00+03:00,T+1,38869.484,0.0,4266.3735,34603.11,4266.3735,0.109761514,zero_night,blend,0,-1662.0625,0.0
2026-09-10 02:00:00+03:00,T+1,37460.523,0.0,4001.8335,33458.69,4001.8335,0.10682802,zero_night,blend,0,-1144.418,0.0
2026-09-10 03:00:00+03:00,T+1,36014.99,0.0,4000.7322,32014.256,4000.7322,0.1110852,zero_night,blend,0,-1444.4355,0.0
2026-09-10 04:00:00+03:00,T+1,35102.965,0.0,4100.9307,31002.035,4100.9307,0.11682577,zero_night,blend,0,-1012.2207,0.0
2026-09-10 05:00:00+03:00,T+1,36074.53,0.0,3927.6382,32146.893,3927.6382,0.108875655,zero_night,blend,0,1144.8574,0.0
2026-09-10 06:00:00+03:00,T+1,36899.582,0.0,3679.8833,33219.7,3679.8833,0.09972697,ok,blend,0,1072.8066,0.0
2026-09-10 07:00:00+03:00,T+1,39815.035,262.11777,3378.2158,36174.703,3640.3335,0.091431126,ok,blend,0,2955.004,262.11777
2026-09-10 08:00:00+03:00,T+1,45842.652,3160.7961,2945.1685,39736.688,6105.965,0.13319397,ok,blend,1,3561.9844,2898.6785
2026-09-10 09:00:00+03:00,T+1,48229.145,7705.7065,2549.2856,37974.152,10254.992,0.2126306,ok,blend,1,-1762.5352,4544.91
2026-09-10 10:00:00+03:00,T+1,48830.07,11834.101,2363.4307,34632.54,14197.531,0.29075387,ok,blend,1,-3341.6133,4128.394
2026-09-10 11:00:00+03:00,T+1,49821.38,15153.794,2328.9514,32338.633,17482.746,0.35090852,ok,blend,1,-2293.9062,3319.6934
2026-09-10 12:00:00+03:00,T+1,49101.28,17309.35,2405.9421,29385.99,19715.291,0.40152293,ok,blend,1,-2952.6426,2155.5557
2026-09-10 13:00:00+03:00,T+1,50270.547,18365.285,2565.2869,29339.975,20930.572,0.41635856,ok,blend,1,-46.015625,1055.9355
2026-09-10 14:00:00+03:00,T+1,50896.887,18235.61,2986.9714,29674.307,21222.58,0.41697207,ok,blend,1,334.33203,-129.67578
2026-09-10 15:00:00+03:00,T+1,49553.996,16885.01,3342.1655,29326.82,20227.176,0.40818456,ok,blend,1,-347.48633,-1350.5996
2026-09-10 16:00:00+03:00,T+1,48875.637,14459.033,3791.205,30625.398,18250.238,0.37340155,ok,blend,1,1298.5781,-2425.9766
2026-09-10 17:00:00+03:00,T+1,48857.004,10906.131,4342.161,33608.71,15248.292,0.31210044,ok,blend,1,2983.3125,-3552.9023
2026-09-10 18:00:00+03:00,T+1,48272.895,6542.3696,4790.9365,36939.586,11333.307,0.23477578,ok,blend,1,3330.875,-4363.761
2026-09-10 19:00:00+03:00,T+1,49492.21,0.0,4953.06,44539.152,4953.06,0.10007757,zero_night,blend,1,7599.5664,-6542.3696
2026-09-10 20:00:00+03:00,T+1,48873.555,0.0,5133.902,43739.652,5133.902,0.10504457,zero_night,blend,0,-799.5,0.0
2026-09-10 21:00:00+03:00,T+1,46938.2,0.0,4870.8306,42067.367,4870.8306,0.10377114,zero_night,blend,0,-1672.2852,0.0
2026-09-10 22:00:00+03:00,T+1,45270.285,0.0,4844.6216,40425.664,4844.6216,0.10701548,zero_night,blend,0,-1641.7031,0.0
2026-09-10 23:00:00+03:00,T+1,43142.586,0.0,4497.0796,38645.508,4497.0796,0.1042376,zero_night,blend,0,-1780.1562,0.0
2026-09-11 00:00:00+03:00,T+2,40729.47,0.0,4221.5205,36507.95,4221.5205,0.10364781,zero_night,blend,0,-2137.5586,0.0
2026-09-11 01:00:00+03:00,T+2,39269.97,0.0,4069.1091,35200.86,4069.1091,0.10361885,zero_night,blend,0,-1307.0898,0.0
2026-09-11 02:00:00+03:00,T+2,38077.22,0.0,4151.7495,33925.47,4151.7495,0.109035,zero_night,blend,0,-1275.3906,0.0
2026-09-11 03:00:00+03:00,T+2,36334.887,0.0,4044.2117,32290.676,4044.2117,0.11130382,zero_night,blend,0,-1634.793,0.0
